Human gene name	Gene name
	Mirlet7b
STIP1	Stip1
	Mir5135
	n-R5s94
SNORD73A	Snord73a
	Mir7076
RNU7-48P	Gm25702
RNU6-129P	Gm22960
RNU6-162P	Gm22960
RNU6-267P	Gm22960
RNA5SP470	n-R5s179
EPG5	Epg5
	Gm24503
RN7SKP66	Gm26356
	Gm22957
	Mir3060
	Gm24828
RF00045	Gm22053
	Gm23468
RNU6-38P	Gm22297
SNORA32	Gm22615
RF00421	Gm22615
	Gm25617
SNORD62A	Gm22192
	Gm23698
	Mir185
	Mir669n
	Gm22868
	Gm26027
	Gm24599
RNU2-40P	Gm25572
AFG3L2	Afg3l2
	Gm23943
	Mir3106
	Gm25435
	Gm25421
RF00019	Gm25223
RF00019	Gm25223
RF00019	Gm25223
RF00019	Gm25223
RF00019	Gm25223
RF00019	Gm25223
RNA5SP239	Gm22651
	Gm23802
RNU6-907P	Gm26412
RNU6-645P	Gm22101
	Gm24706
RNY1P3	Gm26329
U2AF1L5	U2af1
	Gm22190
RF00272	Gm22478
RF00272	Gm22478
RF00272	Gm22478
RF00272	Gm22478
RF00272	Gm22478
	Gm23505
RNU6-142P	Gm24162
	Gm25147
	Gm24113
	Gm25857
	Gm22852
	Gm27773
	Mir467b
	Gm24666
	Gm25715
	Mir124a-2
	Gm22937
	Gm25092
	Gm25280
	Mir1902
	Gm23158
	n-R5s130
RNA5SP68	n-R5s69
RNA5SP43	n-R5s69
RNA5SP482	n-R5s69
RNA5SP329	n-R5s69
RNU6-1187P	Gm25629
	Mir196b
	Gm24771
RNU6-787P	Gm22108
DNTT	Dntt
RNU6-657P	Gm24430
MXI1	Mxi1
	Gm22634
NXPE3	Nxpe3
	Gm23707
	Gm25840
	Gm24343
	Gm22640
	Gm44477
	Gm22732
SLC22A2	Slc22a2
	Gm25133
	Gm25796
RNU6-50P	Gm25186
RNU6-529P	Gm25186
	Gm27551
	Mir6353
	Gm24638
	Mir6335
TMX3	Tmx3
	Gm24286
RNU7-48P	Gm27926
RNU6-696P	Gm25666
	Mir3088
	Gm23542
	Mir6374
	Gm25723
	Gm24922
SNORD8	Snord8
RNA5SP123	Gm22385
RF01877	Gm27998
	Gm25100
	Gm22628
	Gm24884
	Mir290b
C2orf71	BC027072
	Gm25156
RF00554	Gm26036
RF00554	Gm26036
RF00554	Gm26036
RF00554	Gm26036
SNORA48	Gm26036
RF00554	Gm26036
RF00554	Gm26036
RF00554	Gm26036
RF00554	Gm26036
RF00554	Gm26036
SNORA48B	Gm26036
RF00554	Gm26036
RF00554	Gm26036
	Gm22493
	Gm27639
	Gm22706
	Gm25788
	Gm26354
	Mir466l
ADGRE1	Adgre1
SNORD117	Gm25128
RF00137	Gm25128
	Gm22360
	Banf1
	Gm25624
	Gm25860
AARS2	Aars2
IL11RA	Il11ra2
RPL36	Rpl36
	Mir669a-8
RNU6-183P	Gm25600
RNU6-370P	Gm22838
RNU6-1128P	Gm22838
RNU6-668P	Gm22838
RNU6-255P	Gm22838
RNU6-525P	Gm22838
RNU6-934P	Gm22838
RNU6-851P	Gm22838
RNU6-884P	Gm22838
RNU6-302P	Gm22838
	Gm44333
RNU6-367P	Gm22576
RF00409	Gm27607
RF00409	Gm27607
RF00409	Gm27607
	Gm9812
	n-R5s36
	Mir211
PRAMEF20	AC165294.3
PRAMEF4	AC165294.3
PRAMEF25	AC165294.3
PRAMEF6	AC165294.3
PRAMEF14	AC165294.3
PRAMEF18	AC165294.3
PRAMEF7	AC165294.3
PRAMEF10	AC165294.3
PRAMEF17	AC165294.3
PRAMEF11	AC165294.3
PRAMEF1	AC165294.3
PRAMEF19	AC165294.3
PRAMEF27	AC165294.3
PRAMEF15	AC165294.3
PRAMEF2	AC165294.3
PRAMEF12	AC165294.3
PRAMEF13	AC165294.3
PRAMEF33	AC165294.3
PRAMEF8	AC165294.3
PRAMEF5	AC165294.3
PRAMEF9	AC165294.3
PRAMEF26	AC165294.3
	Gm22751
RNU6-976P	Gm22597
RNU6-62P	Gm22597
SLC3A1	Slc3a1
	Vmn1r216
SCARNA4	Gm25058
RF00423	Gm25058
SPINK1	Spink1
RNU6-313P	Gm23209
RNU6-266P	Gm24164
RNU6-993P	Gm24164
RNU6-519P	Gm24164
	Gm10434
	Gm17661
RF00275	Gm23650
RF00275	Gm23650
RF00275	Gm23650
SNORD56B	Gm23650
RF00275	Gm23650
RF00275	Gm23650
RF00275	Gm23650
SNORD56	Gm23650
	Gm22073
INCENP	Incenp
RF00017	Gm22993
	Gm23847
DMRT3	Dmrt3
FAS	Fas
	Gm24448
BORCS7	Borcs7
BORCS7-ASMT	Borcs7
RNU1-15P	Gm22738
	Gm22036
	Gm10794
	Gm44353
ARMC4	Armc4
	Gm22121
	Gm10849
	Gm22620
	Gm23180
SLC35G1	Slc35g1
ZNF598	Zfp598
RNU6-266P	Gm26164
RNU6-993P	Gm26164
RNU6-519P	Gm26164
	Mir5114
	Gm10722
	Mir7680
	Gm10563
	Gm44500
	Gm24909
HAAO	Haao
	Gm24315
	Mir7090
	Gm21800
	Gm23055
	Gm24646
POLR2G	Polr2g
	Mir6240
	Gm23191
	Gm9922
	Gm23977
SNORA32	Gm23451
RF00421	Gm23451
	Gm23880
PPIA	Gm5160
	Mir449b
	Gm23429
NEURL1	Neurl1a
RNU6-1278P	Gm22887
RF00026	Gm25142
	Gm10999
	Gm26217
	Gm22152
BLOC1S2	Bloc1s2
	Gm21820
CLEC2L	Clec2l
ANKRD2	Ankrd2
	Gm24883
	Mir138-2
ZEB2-AS1	Gm27676
	Gm9964
DHRSX	CAAA01118383.1
	Gm24976
	Gm23334
	Gm22918
NANOS1	Nanos1
	Mir489
	Gm22683
	Gm25975
RF00554	Gm22890
RF00554	Gm22890
RF00554	Gm22890
RF00554	Gm22890
SNORA48	Gm22890
RF00554	Gm22890
RF00554	Gm22890
RF00554	Gm22890
RF00554	Gm22890
RF00554	Gm22890
SNORA48B	Gm22890
RF00554	Gm22890
RF00554	Gm22890
	Mir687
	Gm26307
	Mirlet7a-1
	Cyp4f14
	4933412A08Rik
	Gm25371
	Gm25927
	Mir6954
RIOK3	Riok3
	Gm20721
RNU6-386P	Gm23585
	Gm22999
AP000721.1	Cox8a
COX8A	Cox8a
	Gm27921
	4930524J08Rik
TM9SF3	Tm9sf3
RNU6-84P	Gm25112
	Gm28023
	Btbd35f29
	Gm24719
	Rpl27a-ps2
	Gm25303
RF00019	Gm26456
RF00019	Gm26456
RF00019	Gm26456
RF00019	Gm26456
RF00019	Gm26456
RF00019	Gm26456
SNORA49	Gm26079
	Gm22745
	Gm21860
	Gm22264
	Gm26657
FAHD1	Fahd1
	Mir216a
RNU6-824P	Gm23761
SNORD45A	Gm24494
RNU4-71P	Gm25300
	D330020A13Rik
	Gm25537
	Gm24268
RF02215	Gm27494
	Gm23477
KPNA2	Gm10184
	Gm22122
	AC132444.4
RF00411	Snora9
	Gm23163
AHSG	Ahsg
RNA5SP461	n-R5s204
RNA5SP469	n-R5s204
RNA5SP264	n-R5s204
RNA5SP72	n-R5s204
	Mir1961
	Mir466b-6
	Gm25341
	Krtap19-9a
RNU6ATAC20P	Gm23226
RNU6ATAC4P	Gm23226
RNU6ATAC6P	Gm23226
	Gm21783
SNORA17A	Gm25617
	Gm22533
	Gm10428
RNU6-534P	Gm23170
	Gm23999
	Gm9242
	Gm26035
	Gm24154
	Gm25015
	9430097D07Rik
	Gm10750
	Gm9887
DSG3	Dsg3
RNU6-658P	Gm22654
RNU6-756P	Gm22654
RNU6-1026P	Gm22654
	Gm27440
RNA5SP85	n-R5s48
RNU6-328P	Gm25425
	Gm10518
	Mir3473g
	Gm22907
	Gm26402
	Gm24347
	3110018I06Rik
	Gm21863
CASP7	Casp7
	Gm23638
	Mir668
	Gm25423
	Gm23764
UNKL	Gm5819
	Gm25452
RNA5SP438	n-R5s46
	Gm10139
	Gm26134
	Mir666
	Mir467a-5
	Mir540
	Gm17430
RNU6-1187P	Gm22259
	Gm27731
TLE4	Tle4
	Gm22792
	Gm22149
	Gm23061
	Gm21788
	Gm24574
	Gm22418
	Gm27597
	Gm24006
RF00004	Gm23971
RF00004	Gm23971
RF00004	Gm23971
RF00004	Gm23971
RF00004	Gm23971
RF00004	Gm23971
RF00004	Gm23971
RF00004	Gm23971
RNU2-1	Gm23971
RF00004	Gm23971
RF00004	Gm23971
RF00004	Gm23971
RF00004	Gm23971
RNU6-1196P	Gm25839
ZDHHC14	Zdhhc14
	Gm21028
	Gm25361
RNU6-943P	Gm23864
	Gm24793
SCARNA4	Gm22897
RF00423	Gm22897
	Gm23101
	Gm23569
	Gm26727
RNU6-46P	Gm23730
	Gm25672
	Gm24082
RNU6-922P	Gm25494
	Gm25053
	Mir297b
	Gm2348
RF00092	Gm25852
	Mir147
	Gm22136
RF00438	Gm23722
RF00438	Gm23722
RF00438	Gm23722
	Gm24375
	Gm24278
	Gm26491
	Mir7671
	Gm26024
	Gm24632
	Gm25281
	Gm25610
	Mir450b
LYL1	Lyl1
RNU6-800P	Gm22583
	Mir3068
	Gm22955
RF00493	Scarna9
RF00493	Scarna9
RF00212	Gm23615
RF00212	Gm23615
	Gm22669
	Gm24709
RF00568	Gm22786
	AC234645.1
	Gm24759
	Gm24159
	Gm24461
	Mir3112
	Mir883a
	Mir145a
	Mir707
SNORD116-3	Gm23047
SNORD116-8	Gm23047
SNORD116-4	Gm23047
SNORD116-7	Gm23047
SNORD116-5	Gm23047
SNORD116-1	Gm23047
SNORD116-6	Gm23047
SNORD116-2	Gm23047
SNORD116-9	Gm23047
RF00108	Gm23047
	Gm23620
	Gm24524
	Mir6903
	Gm10581
	Gm23042
RNU6-132P	Gm24898
RNU6-1300P	Gm26176
	Gm22332
SNORA19	Snora19
	Gm27668
RNU2-15P	Gm23206
RNU2-31P	Gm23206
	Gm26368
	Gm25284
	Gm24010
	Gm22183
	Mir7074
	Gm10964
KLHDC3	Klhdc3
	Mir7059
RNU6-483P	Gm25334
RNU6-1258P	Gm24223
	Gm26060
	Gm25627
RNU2-39P	Gm24763
SNORA53	Gm24119
SNORA51	Gm24451
	Mir669p-2
	Gm24557
RNU6-899P	Gm26207
SNORD116-3	Gm26504
SNORD116-8	Gm26504
SNORD116-4	Gm26504
SNORD116-7	Gm26504
SNORD116-5	Gm26504
SNORD116-1	Gm26504
SNORD116-6	Gm26504
SNORD116-2	Gm26504
SNORD116-9	Gm26504
RF00108	Gm26504
SNORD54	Gm24016
RNU6-655P	Gm23205
	4930583I09Rik
	Gm23990
RF00019	Gm24372
	Gm23027
	Mir7009
	Gm24611
RF02132	Gm27605
	Gm23273
RF02110	Gm27972
RNA5S3	Gm25212
	Gm22317
	Mir3065
	Mir873b
RNU6-1136P	Gm22452
	Mir3072
	Gm25528
	Snord80
RNU6V	Gm24584
	Mir1906-2
	Gm44354
RNA5SP385	Gm24238
	Gm44339
	Gm24219
	Mir5136
	Gm24239
	Gm47281
RNU6-321P	Gm25384
RNU6-1265P	Gm25384
	Gm23193
	Mir320
RN7SKP279	Gm25292
	Gm25972
	Gm22659
RF00019	Gm24379
	Gm23553
AP002748.4	Bbs1
BBS1	Bbs1
RPPH1-2P	Gm24943
	Gm44338
RN7SKP125	Gm24990
	Gm24026
SNORA75	Gm25038
	Gm26350
WNT8A	Wnt8a
	Gm26086
RNU11	Rnu11
RNA5SP53	n-R5s41
	Gm24072
	Gm23655
	Gm24737
RF01946	Gm27395
	Mir344h-2
	Mir135b
RNA5SP207	n-R5s129
	Gm22731
PLA1A	Pla1a
RF00554	Gm23598
RF00554	Gm23598
RF00554	Gm23598
RF00554	Gm23598
SNORA48	Gm23598
RF00554	Gm23598
RF00554	Gm23598
RF00554	Gm23598
RF00554	Gm23598
RF00554	Gm23598
SNORA48B	Gm23598
RF00554	Gm23598
RF00554	Gm23598
	Gm24112
	Gm10478
	Gm25004
RNU1-150P	Gm24977
RNU1-31P	Gm24977
RNU1-73P	Gm24977
RNU1-123P	Gm24977
	Gm25971
RF02180	Gm27762
	Gm24566
RNU7-48P	Gm24487
	n-R5s12
	Gm44352
	Gm23530
	Gm26028
	Gm25779
	Gm25919
	Gm22690
	Gm23020
RNU6-628P	Gm24848
	Mir8101
	Gm25942
	Gm25241
	Gm23554
RNU6-136P	Gm26149
	Gm44320
RN7SKP17	Gm24685
RN7SKP154	Gm24685
	Mir5622
	Gm24617
	Gm24022
	Gm23613
SNORD118	Snord118
SNORA21B	Gm27326
SIPA1	Sipa1
CABP4	Cabp4
	Mir1953
RNU2-33P	Gm23022
RNU4-29P	Gm26026
RF00416	Gm23377
RF00416	Gm23377
	Mir3107
	Gm22473
	Gm24713
	Gm25342
	Gm44492
	Gm22063
RNA5SP426	n-R5s82
RNA5SP505	n-R5s82
RNA5SP437	n-R5s82
	Gm22191
	Mir7653
	Mir872
	Gm24470
	Gm25078
	Gm26421
	Mir381
	Gm24359
SNORD94	Gm22486
	Gm1604a
	Gm23790
RNU6ATAC19P	Gm23879
	Gm26325
	Mir327
	Gm23461
	Gm24813
CRKL	Crkl
	Gm22901
	Gm26061
	Gm23093
	Mir335
	B230104I21Rik
CD80	Cd80
	n-R5s168
	Gm22619
	Gm23911
	Gm44364
	Gm23050
	Gm27306
	Mir882
	Gm22915
RN7SKP5	Gm22553
RNU6-878P	Gm25211
	Mir767
	Gm22411
	Mir669a-10
	Mir7031
	Gm44471
	Mir7222
SNORD38A	Snord38a
	Gm23892
	Gm22326
	Mir129-2
SNORA84	Gm25394
	Gm25083
RF01871	Gm27694
ARL14EPL	Arl14epl
	Mir694
	Zfp53
RF00492	Gm27653
	Gm24889
	Gm24321
	Gm25717
	Gm24865
	Rn7sk
RNU6-1180P	Gm24042
RAB1B	Rab1b
	Mir6944
	Gm25773
	Gm44323
	Gm26012
FAM13B	Fam13b
	n-R5s128
	Gm24039
	Gm24797
RN7SKP224	Gm23875
	Gm26167
	Gm22013
SCARNA16	Gm26083
	Mir6995
RF00560	Gm24868
RF00560	Gm24868
RF00560	Gm24868
	Mir6931
	Mir466n
	Gm24466
	Mir148a
RNU1-150P	Gm25513
RNU1-31P	Gm25513
RNU1-73P	Gm25513
RNU1-123P	Gm25513
	Gm25783
RNA5S10	n-R5s100
RF02116	Gm27818
RF02116	Gm27818
SCARNA8	Scarna8
	Gm24480
	Gm25968
SNORD114-27	Gm27604
	Gykl1
	Gm22426
	Gm23014
	Mir5616
	Mir7033
TRPM6	Trpm6
	Gm22323
	Gm25397
RNU6-1270P	Gm23500
RF00026	Gm23500
RNU6-105P	Gm23500
RNU6-896P	Gm23500
RNA5SP23	Gm23740
	Gm22652
	Gm24341
	Gm22117
	Mir7088
	Gm27514
	1600014C23Rik
	n-R5s178
RF02175	Gm27834
RNU4-30P	Gm23459
	Gm25845
	Mir6337
RF00575	Gm26293
RF00560	Gm23225
RF00560	Gm23225
RF00560	Gm23225
	Mir7215
	Gm24755
RNU6-1028P	Gm25781
RF00397	Gm26397
SNORA14B	Gm26397
	Gm24171
	Gm26231
RNU6-16P	Gm24465
	Mir24-2
PPIC	Ppic
	Gm10961
RF01884	Gm27717
	Gm22987
	Gm22033
RF00561	Gm22598
	Gm25958
FBXO38	Fbxo38
	n-R5s110
RNU6-468P	Gm23610
	Gm25594
	Mir133a-2
	Gm23887
	Mir8104
	Gm23216
	Gm23316
	Gm22684
RF01976	Gm27861
SNORD14C	Snord14c
	Gm24422
	Gm23314
RNU1-38P	Gm25440
MEMO1	Memo1
	Gm27704
	Mir1968
	Gm25943
	Mir7661
	Gm25177
RNU7-48P	Gm24784
RF00012	Rnu3b4
SNORD96A	Snord96a
RNU6-386P	Gm25524
	Gm22008
RN7SKP116	Gm22477
RF00004	Gm23849
RF00004	Gm23849
RF00004	Gm23849
RF00004	Gm23849
RF00004	Gm23849
RF00004	Gm23849
RF00004	Gm23849
RF00004	Gm23849
RNU2-1	Gm23849
RF00004	Gm23849
RF00004	Gm23849
RF00004	Gm23849
RF00004	Gm23849
	Gm25741
RNA5SP260	Gm23806
RF00026	Gm23125
	Gm25874
RF02166	Gm27718
	Mir6994
	Gm22725
	Mirlet7c-1
	Gm22789
	Gm23147
	Mir6991
	Gm23732
	Gm24799
	Gm44358
SCARNA5	Gm25395
	BC023105
RF02219	Gm27735
	n-R5s139
SNORD11B	Gm26287
	Mir6375
	Gm23780
	Mir467e
	Gm23902
	Gm26411
	Mir9-1
	Mir6389
	Gm24405
RNU6-36P	Gm23512
	Gm24567
	Mir5615-1
SNORD19B	Gm24916
SNORD3D	Rnu3a
SNORD3E	Rnu3a
RF01848	Rnu3a
RNU6-381P	Gm23754
	Gm22420
	Gm26339
	Gm22313
	Gm44486
	Gm25217
RNU7-48P	Gm26151
	Mir344d-2
FBXL16	Fbxl16
	CAAA01205117.1
SNORA72	Gm23960
RF00139	Gm23960
RF00139	Gm23960
RF00139	Gm23960
RNU6-466P	Gm24218
	CAAA01147332.1
	Mir7045
RNA5SP117	n-R5s24
PPIL2	Ppil2
	Gm24538
SNORA24	Gm24338
TMEM2	Tmem2
	Gm22233
	Gm22269
RNU6-580P	Gm26038
	Gm24096
	Mir7242
	Gm23048
	Mir30d
RNA5SP445	Gm25551
	Mir3961
	Gm24158
	Mir7677
	Gm22196
GPR152	Gpr152
	Gm26015
RNU6-176P	Gm24121
	Gm26390
RF00438	Gm23184
RF00438	Gm23184
RF00438	Gm23184
	Gm24934
	Gm25286
	Gm27703
	Gm26445
	Mir101c
	Gm23497
	Gm22273
RNU1-61P	Gm24446
	Snora70
	Gm24075
	Mir1668
GANAB	Ganab
	Gm24912
	Mir7024
	Gm24550
	Gm24774
RF00554	Gm23168
RF00554	Gm23168
RF00554	Gm23168
RF00554	Gm23168
SNORA48	Gm23168
RF00554	Gm23168
RF00554	Gm23168
RF00554	Gm23168
RF00554	Gm23168
RF00554	Gm23168
SNORA48B	Gm23168
RF00554	Gm23168
RF00554	Gm23168
SNORA57	Gm26132
RF00191	Gm26132
	Gm26275
	Mir7054
RNU6-593P	Gm24651
	Gm24317
	Gm25238
	Gm24680
	Gm27459
SDHAF2	Sdhaf2
	Mir3474
	Gm23021
	Gm24295
	Mir145b
	Gm26386
	D630044L22Rik
RF00402	Gm22579
SNORA25B	Gm22579
SNORA25	Gm22579
RF00402	Gm22579
	n-R5s45
	Gm25601
	Gm22696
ACAA2	Acaa2
	n-R5s105
	Gm26162
	Gm23804
	Gm23242
	Mir3968
	Gm23439
RNU6-234P	Gm22384
	Mir673
	Gm22673
	Gm23667
	Gm26467
RNU6-1293P	Gm23056
RNU6-1132P	Gm23056
RNU6-458P	Gm23056
RF00026	Gm23056
RF00026	Gm23056
RNU6-156P	Gm23056
RNU6-666P	Gm23056
RNU6-811P	Gm23056
RNU6-614P	Gm23056
RNU6-721P	Gm23056
RNU6-1210P	Gm23056
RNU6-978P	Gm23056
RNU6-1207P	Gm23056
RNU6-452P	Gm23056
RNU6-596P	Gm23056
RF00026	Gm23056
RNU6-1129P	Gm24878
RN7SKP200	Gm24545
RNU6-338P	Gm23898
	Gm22115
MZB1	Mzb1
	Gm24673
	Gm25965
	Gm25069
	Gm24115
	Gm23484
RNU6-432P	Gm22345
RNU6-361P	Gm22345
	Gm25948
CSTA	Gm5483
RNU7-48P	Gm25486
	Gm26477
	Gm24994
	Gm24335
	Gm24721
	Gm44453
	Gm24376
	Gm25250
	Gm23654
RNU2-65P	Gm25475
RNU2-18P	Gm25475
CD14	Cd14
	Gm24001
	Gm10799
RF00402	Gm24945
SNORA25B	Gm24945
SNORA25	Gm24945
RF00402	Gm24945
RF01225	Snora78
RF01225	Snora78
RF01225	Snora78
SNORA78	Snora78
RF01225	Snora78
RF01225	Snora78
	Gm22296
	Gm23438
	Mir1892
	Gm22283
RNU6-114P	Gm25332
RNU6-521P	Gm25332
	Gm10234
ESS2	Dgcr14
	Gm23248
	Gm22064
CYP4F22	Cyp4f39
	Gm28003
	Gm24908
	Gm22803
	Gm24144
	Mir205
	Snora7a
	Gm24548
	G430049J08Rik
SCARNA4	Gm26039
RF00423	Gm26039
	Gm23901
	Gm23609
	Gm22085
	Mir6930
	Gm6291
	Gm24630
RPS2	Gm8225
	Mir466e
	Gm44348
	Gm24256
RF00554	Gm22554
RF00554	Gm22554
RF00554	Gm22554
RF00554	Gm22554
SNORA48	Gm22554
RF00554	Gm22554
RF00554	Gm22554
RF00554	Gm22554
RF00554	Gm22554
RF00554	Gm22554
SNORA48B	Gm22554
RF00554	Gm22554
RF00554	Gm22554
	Gm23282
	Gm22590
	Gm22025
	Btbd35f19
	Gm23749
SNORA61	Gm22213
	Gm22018
	Zfp955b
RF00045	Gm25962
	Gm24182
FAM205A	Gm21093
RF00283	Scarna17
	Gm22991
GALR1	Galr1
SNORD86	Gm25432
	Gm22899
	Gm25512
RF00554	Gm24288
RF00554	Gm24288
RF00554	Gm24288
RF00554	Gm24288
SNORA48	Gm24288
RF00554	Gm24288
RF00554	Gm24288
RF00554	Gm24288
RF00554	Gm24288
RF00554	Gm24288
SNORA48B	Gm24288
RF00554	Gm24288
RF00554	Gm24288
	Gm10447
QKI	Qk
	Gm22768
	Mir6963
	Gm23614
	Gm24568
	D930007J09Rik
	Gm25761
	Esp18
RNU7-48P	Gm25424
	Gm25890
	Gm25776
RNU1-64P	Gm24819
	Gm25077
	Mir6896
RF02271	Gm27540
	Gm23223
	Vmn2r122
RN7SKP169	Gm25413
	Mir7674
	Gm22137
RNU6-745P	Gm25307
RNU6-1267P	Gm25307
	Gm26420
RNU6-1228P	Gm26484
RNU5B-1	Gm24043
	Gm23876
	Gm25745
	Gm44408
	Mir6381
RF00428	Gm23105
SLC5A7	Slc5a7
RNU1-33P	Gm22866
	Gm22750
	Gm23200
MAP6D1	Map6d1
RF02131	Gm27849
	Mir7237
	Mir6352
	Gm23644
	Gm24795
	Gm23220
	n-TSaga9
FETUB	Fetub
SNORD88A	Snord88c
	Gm24739
	Gm23552
FAM205A	CR974586.4
RNU6-384P	Gm25039
RNU6-92P	Gm25039
RNU6-337P	Gm25039
RNU6-1328P	Gm25039
	Gm24710
EPHA3	Epha3
	F830016B08Rik
	Gm22256
	Gm23036
GPR31	Gpr31b
	Gm22239
	Mir181b-2
SNORA24	Gm24252
JCAD	Jcad
	Gm24932
	Mir6902
	Mir7056
CSTA	Stfa1
	Gm23727
RNA5SP368	n-R5s42
HGS	Hgs
SP110	AC133103.5
RF00017	Gm22662
RNU6-114P	Gm22245
RNU6-521P	Gm22245
	Gm22351
	Gm24942
HRH4	Hrh4
	Gm29163
TBX10	Tbx10
RNU1-16P	Gm25587
TSSK2	Tssk2
YPEL1	Ypel1
	Gm22926
	Gm9949
	Gm22022
	Gm22151
	Gm22992
PAQR4	Paqr4
RNU6-1085P	Gm25873
RNU6-417P	Gm25873
RNU6-1335P	Gm25873
RNU6-1104P	Gm25873
RNU6-326P	Gm25873
	Gm10128
	Gm23328
STUB1	Stub1
ATP13A1	Atp13a1
	Gm24508
CCL19	Ccl19
MIR3618	Gm24572
RNU6-991P	Gm24796
SLC4A9	Slc4a9
	Spinkl
	Gm10557
ZNF514	Gm6020
SNORA31	Snora31
	Gm2531
	Mir7214
	Gm22545
RF00090	Mir1949
SNORA74D	Mir1949
	Gm24635
RNU6-34P	Gm25048
MCRIP2	Mcrip2
RPS6KA2	Rps6ka2
	Mir871
	Gm22485
	Gm24607
RNU6-1311P	Gm23122
	Gm22069
	Gm23697
RF02124	Gm27875
UBE2D2	Ube2d2a
SNX4	Snx4
DNAH8	Dnah8
HACD2	Hacd2
	Gm24458
RF02210	Gm27715
RF00560	Gm26005
RF00560	Gm26005
RF00560	Gm26005
	Mir324
STK32A	Stk32a
RF00554	Gm23278
RF00554	Gm23278
RF00554	Gm23278
RF00554	Gm23278
SNORA48	Gm23278
RF00554	Gm23278
RF00554	Gm23278
RF00554	Gm23278
RF00554	Gm23278
RF00554	Gm23278
SNORA48B	Gm23278
RF00554	Gm23278
RF00554	Gm23278
RN7SKP102	Gm22024
TOMM70	Tomm70a
	Gm22689
	Gm25690
	n-R5s210
RNU6-706P	Gm25918
	Gm22204
RNU6-1099P	Gm22886
HSBP1L1	Hsbp1l1
RNU6-710P	Gm25205
	Gm23647
	Gm24496
	Gm23639
	Mir1945
	Gm23211
	Gm22231
	Gm22267
RAD9A	Rad9a
	Gm24189
FLRT1	Flrt1
CMSS1	Cmss1
RN7SKP255	Gm22058
	Mir669a-2
	Mir7210
RF00394	Gm26495
RF00394	Gm26495
RF00394	Gm26495
RF00092	Gm25428
RF00092	Gm25428
GNG3	Gng3
	Mir1930
	Gm22427
RNU6-580P	Gm22078
	Krtap13
	Gm26302
RIMBP3	Rimbp3
RIMBP3B	Rimbp3
RIMBP3C	Rimbp3
RNU6-1115P	Gm22602
	Gm22291
	Gm22393
	Krtap19-1
CLDN5	Cldn5
	Gm23770
	Mir7686
CARNMT1	Carnmt1
RN7SKP160	Gm23037
RNU6-857P	Gm23308
RNU6-1093P	Gm23308
	Mir6904
	Gm24985
	Gm25926
PLAC8L1	Plac8l1
	Gm44501
	Krtap19-3
	Mir181c
RNU6-946P	Gm24667
	Gm25561
	Gm27839
	Gm44450
CDO1	Cdo1
	Gm22132
	Mir1952
	Gm17402
RF00561	Gm23338
FAM162A	Fam162a
SPATS1	Spats1
	Gm25418
TJP2	Tjp2
AL358113.1	Tjp2
	Gm23629
	Mir20b
TCTE1	Tcte1
	Mir298
	Gm22112
FTMT	Ftmt
RF00026	Gm24887
RNU6-191P	Gm24887
	Gm9987
KLHL24	Klhl24
SNORA36B	Gm22247
	Gm22843
RNU6-110P	Gm23452
	Gm9959
KIF11	Kif11
RNU6-53P	Gm26487
C3orf52	BC016579
	Prss34
	Gm24399
	Gm11115
SNORD123	Snord123
SNORD18C	Gm22455
	Gm26052
	Gm26018
	Gm24066
RF00410	Gm22299
	Krtap19-2
	Gm25589
RNA5SP461	n-R5s183
RNA5SP469	n-R5s183
RNA5SP264	n-R5s183
RNA5SP72	n-R5s183
FAM205A	Gm3893
SH3GL1	Sh3gl1
	Gm22468
RNU6-1045P	Gm23349
	Gm24248
	Mir6379
LPP	Lpp
RNU7-48P	Gm27635
	Gm10542
	Mir6336
	Gm23873
ZNF516	Zfp516
	AC154540.1
	Mir28c
RNU1-130P	Gm23322
RNU1-104P	Gm23322
KCNJ6	Kcnj6
GUCA1A	Guca1a
	Mir7688
	Gm24013
	Gm23046
NUBP2	Nubp2
	Gm25546
MGEA5	Mgea5
	Gm24282
RF01887	Gm27699
RNU6-397P	Gm23232
RNU6-754P	Gm23232
RNU6-1203P	Gm23232
PPM1B	Ppm1b
	Gm22859
	Gm25239
RNA5SP218	n-R5s194
	n-R5s172
	Mir5046
	Gm25313
	Gm25025
RNU6-1322P	Gm22814
RNU6-306P	Gm22814
RNU6-103P	Gm22814
RNU6-1192P	Gm22814
RNU6-489P	Gm22814
RNU6-482P	Gm22814
	Gm813
	Gm44485
ADRB2	Adrb2
ADRB1	Adrb1
RNVU1-1	Gm26444
RNVU1-3	Gm26444
RNVU1-6	Gm26444
RNVU1-4	Gm26444
RF00003	Gm26444
	Mir7092
	Gm24846
	Gm23221
	Gm10663
	Mir764
RNU6-1084P	Gm26071
	Gm26417
	1700067P10Rik
	Mir683-1
	Mir5130
	Gm25974
PTCHD4	Ptchd4
SCARNA4	Gm25820
RF00423	Gm25820
	A530064D06Rik
SLC18A2	Slc18a2
	Gm25668
CRTAC1	Crtac1
	Gm2310
	Gm22252
	Gm10271
YPEL5	Ypel5
	Gm25714
RNU1-70P	Gm23511
	A930035D04Rik
SNORA36A	Gm25635
RF00340	Gm25635
SNORA36C	Gm25635
	Gm5169
	Gm25473
PRAMEF20	Gm3286
PRAMEF4	Gm3286
PRAMEF25	Gm3286
PRAMEF6	Gm3286
