Mouse gene name	Gene name
Gm14459	SSX5
Ssxb8	SSX5
Ssxb3	SSX5
Ssxb6	SSX5
Tagln3	TAGLN3
Ift57	IFT57
B9d1	B9D1
Lrrtm3	LRRTM3
Col1a1	COL1A1
Gm9992	UNC93A
Unc93a	UNC93A
Ctnna3	CTNNA3
Zeb1	ZEB1
Efr3a	EFR3A
Akirin2	AKIRIN2
Supt5	SUPT5H
2310022A10Rik	C19orf47
Nfatc3	NFATC3
Ccbe1	CCBE1
Supt4a	SUPT4H1
Os9	OS9
Cox7a2l	COX7A2L
Lmln	LMLN
Tpd52l1	TPD52L1
Ccdc74a	CCDC74B
Rnf43	RNF43
Tmem28	FAM155B
Dnajc16	DNAJC16
Hipk4	HIPK4
Tada2a	TADA2A
Tdrd6	TDRD6
Prrt2	AC009133.6
Ets2	ETS2
Prrt2	PRRT2
Mcm4	MCM4
Pla2g7	PLA2G7
Mageb4	MAGEB2
Mrpl48	MRPL48
Aste1	ASTE1
Lef1	LEF1
Tmem65	TMEM65
Mageb4	MAGEB4
Lrrc30	LRRC30
Mageb4	MAGEB1
Axin1	AXIN1
Nr0b1	NR0B1
Mfap4	MFAP4
Tspoap1	TSPOAP1
Gm4064	RBMY1A1
Rbmy	RBMY1A1
Gm10256	RBMY1A1
Gm10352	RBMY1A1
Gm29289	RBMY1A1
Gm21677	RBMY1A1
Gm21693	RBMY1A1
Gm21704	RBMY1A1
Gm21708	RBMY1A1
Gm3376	RBMY1A1
Timm21	TIMM21
5430427O19Rik	CXorf21
Tmem45a	TMEM45A
Tmem45a2	TMEM45A
Gsn	GSN
Napa	NAPA
Slc25a27	SLC25A27
Htra1	HTRA1
Egfl7	EGFL7
Mfge8	MFGE8
Psrc1	PSRC1
Timm13	TIMM13
Gm4064	RBMY1B
Rbmy	RBMY1B
Gm10256	RBMY1B
Gm10352	RBMY1B
Gm29289	RBMY1B
Gm21677	RBMY1B
Gm21693	RBMY1B
Gm21704	RBMY1B
Gm21708	RBMY1B
Gm3376	RBMY1B
Mapre3	MAPRE3
Rprml	RPRML
Cthrc1	CTHRC1
Adgra2	ADGRA2
Tmprss9	TMPRSS9
Gosr2	AC005670.2
Mpped1	MPPED1
Gosr2	GOSR2
Ugp2	UGP2
Trmt12	TRMT12
Tfcp2l1	TFCP2L1
Pcdh20	PCDH20
Agmat	AGMAT
Lmnb2	LMNB2
Pcdh20	AL592490.1
Nme6	NME6
Xpa	XPA
Olfr750	OR6S1
Atoh8	ATOH8
Ccdc73	CCDC73
Atad3a	ATAD3B
Scn1b	SCN1B
Ang5	ANG
Ang	ANG
Ang4	ANG
Ang2	ANG
Ang6	ANG
Usp26	USP26
Gemin5	GEMIN5
Brf2	BRF2
Rnase4	RNASE4
Mal	MAL
Lpxn	LPXN
Ccl22	CCL22
Trim36	TRIM36
Adam8	ADAM8
Eif3m	EIF3M
Tfdp1	TFDP3
Efcab6	EFCAB6
Dpysl5	DPYSL5
Ldlrad4	LDLRAD4
Olfr495	OR5P2
Olfr482	OR5P2
Olfr485	OR5P2
Olfr483	OR5P2
Olfr487	OR5P2
Olfr488	OR5P2
Olfr510	OR5P2
Olfr497	OR5P2
Olfr502	OR5P2
Olfr506	OR5P2
Olfr493	OR5P2
Olfr470	OR5P2
Olfr486	OR5P2
Olfr494	OR5P2
Olfr469	OR5P2
Olfr484	OR5P2
Olfr492	OR5P2
Olfr507	OR5P2
Olfr478	OR5P2
Olfr490	OR5P2
Cxcl16	CXCL16
Iyd	IYD
Galntl6	GALNTL6
Gpc4	GPC4
Mmp7	MMP7
Olfr480	OR5P3
Olfr508	OR5P3
Usp47	USP47
Ovch2	OVCH2
Med11	MED11
Hddc2	HDDC2
Cx3cl1	CX3CL1
Acsm4	ACSM4
Ccdc136	CCDC136
Galnt17	GALNT17
Fam72a	FAM72C
Amph	AMPH
Cntf	CNTF
Fmr1nb	FMR1NB
Spata31	SPATA31A7
Zfp91	ZFP91-CNTF
D7Ertd443e	C10orf90
Gsta2	GSTA5
Gsta1	GSTA5
Gm10639	GSTA5
Gm3776	GSTA5
Kcng3	KCNG3
Rcbtb2	RCBTB2
Zfp91	ZFP91
Plk5	PLK5
Adam17	ADAM17
Agpat2	AGPAT2
March1	MARCH1
Ndufb9	NDUFB9
Frat1	FRAT1
Peg12	FRAT1
Calm5	CALML5
Calm4	CALML5
Hist1h2aa	HIST1H2AA
Tacr2	TACR2
Slc25a32	SLC25A32
Calml3	CALML3
Mroh1	MROH1
Pdcd6ip	PDCD6IP
Rnf2	RNF2
Rin2	RIN2
Spaca1	SPACA1
Lmod2	LMOD2
Tsga10ip	TSGA10IP
Mxd3	MXD3
Dcaf13	DCAF13
Mtss1	MTSS1
Ccl17	CCL17
Sp9	SP9
Wasl	WASL
Dpp4	DPP4
Fcrlb	FCRLB
Polr2f	POLR2F
Pde6b	PDE6B
Sstr1	SSTR1
Vangl1	VANGL1
Prps1l1	PRPS1L1
Spata45	SPATA45
Iah1	IAH1
Ttll2	TTLL2
Cpxm1	CPXM1
Tmem163	TMEM163
Frat2	FRAT2
Dennd5b	DENND5B
Auh	AUH
Galnt7	GALNT7
Nfkb2	NFKB2
Hist1h2ba	HIST1H2BA
Prelid1	PRELID1
Hsd17b2	HSD17B2
Cnih4	CNIH4
Rsf1	RSF1
Parp12	PARP12
Sox10	SOX10
Qdpr	QDPR
Mapk4	MAPK4
Flvcr1	FLVCR1
Rhbdl3	RHBDL3
Dnajb5	DNAJB5
Serpinb6a	SERPINB6
Serpinb6d	SERPINB6
Serpinb6b	SERPINB6
Serpinb6c	SERPINB6
Serpinb6e	SERPINB6
Cdh18	CDH18
Hspa4l	HSPA4L
Lmf1	LMF1
Tmem92	TMEM92
Tfdp2	TFDP2
Kcnab2	KCNAB2
Rab24	RAB24
1700088E04Rik	C22orf23
AC133499.1	AC040162.4
Knstrn	KNSTRN
Slc1a2	SLC1A2
Esrp2	ESRP2
Nfil3	NFIL3
Mrpl22	MRPL22
Foxe1	FOXE1
Trmt2b	TRMT2B
1700113H08Rik	C12orf42
Lsm3	LSM3
Trmo	TRMO
Ints1	INTS1
Mrpl28	MRPL28
5730455P16Rik	C17orf75
Abcb10	ABCB10
Actb	ACTB
Tcn2	TCN2
Cnr1	CNR1
Xpc	XPC
Zfp36l1	ZFP36L1
Tasp1	TASP1
4930435E12Rik	AC083800.1
4930435E12Rik	C3orf30
Ets1	ETS1
L3mbtl2	L3MBTL2
Clec14a	CLEC14A
Plekhg1	PLEKHG1
Arl13a	ARL13A
Upk1b	UPK1B
Dus2	DUS2
H2-Q10	HLA-C
H2-M2	HLA-C
H2-M11	HLA-C
H2-Q7	HLA-C
Gm8909	HLA-C
H2-M1	HLA-C
H2-Q6	HLA-C
Gm7030	HLA-C
H2-K1	HLA-C
H2-M3	HLA-C
H2-Q4	HLA-C
H2-D1	HLA-C
H2-M9	HLA-C
Gm11127	HLA-C
H2-Q1	HLA-C
H2-T3	HLA-C
H2-Q2	HLA-C
H2-M5	HLA-C
H2-T23	HLA-C
Hsf5	HSF5
Cntnap3	BX088645.1
Tmem35a	TMEM35A
Eda	EDA
Fam69b	FAM69B
Ptprn	PTPRN
Erich5	ERICH5
Synj2	SYNJ2
Ptbp3	PTBP3
Arhgef7	ARHGEF7
Mtmr4	MTMR4
Ror2	ROR2
Kxd1	KXD1
A4gnt	A4GNT
Tatdn1	TATDN1
Pes1	PES1
Pcdh7	PCDH7
Tmem43	AC090004.1
Zic4	ZIC4
Sart1	SART1
Tbcel	TBCEL
Tlk1	TLK1
Ptprf	PTPRF
Pmaip1	PMAIP1
Zfp207	ZNF207
Slc17a4	SLC17A4
Gm31371	AC098850.4
Gm1758	AC098850.4
Ankrd26	AC098850.4
4931423N10Rik	AC098850.4
Ankrd36	AC098850.4
4930467E23Rik	AC098850.4
4930430A15Rik	AC098850.4
A26c2	AC098850.4
Gm9495	AC098850.4
Gm45861	AC098850.4
Poteg	AC098850.4
Gm15319	AC098850.4
Gm21119	AC098850.4
Gm7697	AC098850.4
Mgrn1	MGRN1
Rab14	RAB14
Gm20379	HMGN2
Gm6594	HMGN2
Gm16494	HMGN2
Gm10282	HMGN2
Hmgn2	HMGN2
Gm31371	CCDC144A
Gm1758	CCDC144A
Ankrd26	CCDC144A
4931423N10Rik	CCDC144A
Ankrd36	CCDC144A
4930467E23Rik	CCDC144A
4930430A15Rik	CCDC144A
A26c2	CCDC144A
Gm9495	CCDC144A
Gm45861	CCDC144A
Poteg	CCDC144A
Gm15319	CCDC144A
Gm21119	CCDC144A
Gm7697	CCDC144A
Chadl	CHADL
Serpind1	SERPIND1
Gnas	GNAS
Cyb5a	CYB5A
Lman2	LMAN2
Fndc11	FNDC11
Map4k1	MAP4K1
Snap29	SNAP29
Ndufs1	NDUFS1
Pggt1b	PGGT1B
Pkm	PKM
Epg5	EPG5
Dnajc12	DNAJC12
Cck	CCK
Pi4ka	PI4KA
Ccnt2	CCNT2
Zranb2	ZRANB2
Ikzf3	IKZF3
Far2	FAR2
Foxn4	FOXN4
Zic1	ZIC1
Mt4	MT4
Adgrg7	ADGRG7
Hpn	HPN
Ptprj	PTPRJ
Xylt2	XYLT2
Zfp280d	ZNF280D
Fli1	FLI1
Mt3	MT3
Caln1	CALN1
Taf5l	TAF5L
Trmt1l	TRMT1L
BC030870	SMIM31
Stap2	STAP2
Olfr516	OR10A6
Olfr514	OR10A6
Olfr519	OR10A6
Olfr518	OR10A6
Olfr512	OR10A6
Olfr517	OR10A6
Lztfl1	LZTFL1
H2-Q10	HLA-B
H2-M2	HLA-B
H2-M11	HLA-B
H2-Q7	HLA-B
Gm8909	HLA-B
H2-M1	HLA-B
H2-Q6	HLA-B
Gm7030	HLA-B
H2-K1	HLA-B
H2-M3	HLA-B
H2-Q4	HLA-B
H2-D1	HLA-B
H2-M9	HLA-B
Gm11127	HLA-B
H2-Q1	HLA-B
H2-T3	HLA-B
H2-Q2	HLA-B
H2-M5	HLA-B
H2-T23	HLA-B
Olfr516	OR10A3
Olfr514	OR10A3
Olfr519	OR10A3
Olfr518	OR10A3
Olfr512	OR10A3
Olfr517	OR10A3
Tbc1d12	TBC1D12
Helz2	HELZ2
Nlrp10	NLRP10
Ergic2	ERGIC2
Dedd2	DEDD2
Acmsd	ACMSD
Kif4	KIF4B
Strap	STRAP
Wfdc2	WFDC2
Mn1	MN1
Hells	HELLS
Hemgn	HEMGN
Lcn10	LCN10
Iqsec3	IQSEC3
Josd2	JOSD2
Cdh16	CDH16
Dusp14	DUSP14
Hyal4	HYAL4
Anp32b	ANP32B
Urb2	URB2
Rbm44	RBM44
Lcn6	AL355987.1
Dbr1	DBR1
Gpr151	GPR151
Ccr9	CCR9
Lcn6	LCN6
Atad3a	ATAD3A
Fbxl15	FBXL15
Cd163	CD163
Igbp1	AC011195.2
Tmem239	TMEM239
Rnf139	RNF139
Usp25	USP25
Tex14	TEX14
1700020A23Rik	C20orf141
Psd	PSD
Slc4a7	SLC4A7
Nphp4	NPHP4
Lrrfip1	LRRFIP1
Gm28372	AL035460.1
Hivep1	HIVEP1
Gkn2	GKN2
Mex3d	MEX3D
Kcnab1	KCNAB1
Ppp2r2b	PPP2R2B
Coa4	COA4
Arc	ARC
Midn	MIDN
Cir1	CIR1
Ints4	INTS4
Rpl8	RPL8
Tmtc4	TMTC4
Vash2	VASH2
Hhipl2	HHIPL2
Rassf8	RASSF8
Edn1	EDN1
U2	RNU2-21P
Rnase13	RNASE13
Lrfn4	LRFN4
2210011C24Rik	MISP3
Lrrc45	LRRC45
Lars	LARS
Ctnnd1	CTNND1
Gm28635	CTNND1
Slc26a11	SLC26A11
Kctd19	KCTD19
Ccdc40	CCDC40
Adora1	ADORA1
Cnot3	CNOT3
Odf2	ODF2
Fgf1	FGF1
Ppil4	PPIL4
Sdhd	AP002884.5
C1qbp	C1QBP
Dlat	DLAT
Pcdh12	PCDH12
Cyth1	CYTH1
Mroh8	MROH8
Catsperg1	CATSPERG
Catsperg2	CATSPERG
Dnah17	DNAH17
Fgf4	FGF4
Ier5l	IER5L
Guk1	GUK1
Tmem88	TMEM88
Plagl1	PLAGL1
Sacm1l	SACM1L
Sost	SOST
Dkkl1	DKKL1
Acrv1	ACRV1
Ugdh	UGDH
Adh7	ADH7
Prg2	PRG2
Zfp74	ZNF568
Tfb2m	TFB2M
Lpcat1	LPCAT1
Diaph1	DIAPH1
Fam110a	FAM110A
Srp68	SRP68
Myo19	MYO19
R3hdml	R3HDML
Adgb	ADGB
Mcm3ap	MCM3AP
Pcp2	PCP2
Smyd3	SMYD3
Ubfd1	UBFD1
Hrc	HRC
Cd276	CD276
Abcc8	ABCC8
Lrp10	LRP10
Prelid3b	PRELID3B
Dok5	DOK5
Btbd19	BTBD19
Gpank1	GPANK1
Pcdhga3	PCDHGA1
Rab11fip2	RAB11FIP2
Flvcr2	FLVCR2
Kif3a	KIF3A
Fignl2	FIGNL2
Nsmf	NSMF
Lin7b	LIN7B
Cd69	CD69
Arid5a	ARID5A
Kcna7	KCNA7
Slc25a2	SLC25A2
Ppp1r26	PPP1R26
Zdhhc3	ZDHHC3
Ccl9	CCL15
Ccl6	CCL15
Pcdhb19	PCDHB12
Pcdhb22	PCDHB15
Serpina5	SERPINA5
Pglyrp1	PGLYRP1
Nphp3	NPHP3
Lyzl6	LYZL6
Ralgapa1	RALGAPA1
Zfp160	ZNF160
Acad11	ACAD11
Ndufs3	NDUFS3
Ctnna1	CTNNA1
Plg	PLG
Eya4	EYA4
Nmnat3	NMNAT3
Aars	AARS
Camk2g	CAMK2G
Eef1a1	EEF1A1
Tal2	TAL2
Nudcd1	NUDCD1
Zfat	ZFAT
Fzd10	FZD10
Map3k12	MAP3K12
Shtn1	SHTN1
Luzp1	LUZP1
Pnliprp2	PNLIPRP2
Abhd15	ABHD15
Slitrk6	SLITRK6
Wnt3a	WNT3A
Srr	SRR
Olfr978	OR10G7
Olfr979	OR10G7
Olfr980	OR10G7
Usp31	USP31
Mta1	MTA1
Prss57	PRSS57
Hs3st2	HS3ST2
Rab11a	RAB11A
Efna5	EFNA5
Dsp	DSP
Etf1	ETF1
Atp6v1b1	ATP6V1B1
Sstr2	SSTR2
Ppp1r12c	PPP1R12C
Abca5	ABCA5
Bfar	BFAR
Immt	IMMT
Gabre	GABRE
Nme3	NME3
Nrp1	NRP1
Artn	ARTN
Lzts1	LZTS1
Defb20	DEFB128
C1qb	C1QB
Rbm7	RBM7
Adpgk	ADPGK
Tnni3	TNNI3
Krt27	KRT27
Zbtb16	ZBTB16
Camk2a	CAMK2A
Ikzf2	IKZF2
Nr6a1	NR6A1
Prpf3	PRPF3
Rspo2	RSPO2
Pcf11	PCF11
Six5	SIX5
Ddx24	DDX24
Pnck	PNCK
Brix1	BRIX1
Tnnt2	TNNT2
Dph1	DPH1
Uap1l1	UAP1L1
Gm24165	SNORA31
Gm24240	SNORA31
Gm25011	SNORA31
Gm27285	FTX_3
Mir1949	SNORA74D
Gm22942	SNORA70
Gm22953	MIR1282
n-R5s30	RNA5SP512
Rn7sk	RN7SKP10
Gm24234	U6
Gm25453	RNU6-73P
Cxadr	AC136352.4
Gm1123	AC136352.4
Snora30	SNORA30B
Gm25133	SNORA30B
Gm24848	RNU6-332P
Gm25371	RNU6-332P
Gm25091	SNORD102
Gm23000	RNU1-87P
Snora15	SNORA15B-1
Gm22508	Y_RNA
Gm24372	Y_RNA
Gm25401	RNU6-525P
Gm25492	SCARNA20
Gm27505	NEAT1_2
Fam169a	FAM169A
Enc1	ENC1
Gfm2	GFM2
Rce1	RCE1
Fam189a2	FAM189A2
Evl	EVL
Usp20	USP20
BC005624	C9orf78
Sh2d4b	SH2D4B
Tsku	TSKU
Dixdc1	DIXDC1
Syngr2	SYNGR2
Plk1	PLK1
Oscar	OSCAR
Nek2	NEK2
Ern2	ERN2
Mal2	MAL2
Slc1a5	SLC1A5
Colec10	COLEC10
Ap5m1	AP5M1
Fkrp	FKRP
Fgf15	FGF19
Tspan32	TSPAN32
Shisa4	SHISA4
Acly	ACLY
Oraov1	ORAOV1
Zcchc10	ZCCHC10
Alg9	AP001781.3
1110032A03Rik	C11orf1
Nae1	NAE1
Ndufs6	NDUFS6
Peli2	PELI2
Piwil4	PIWIL4
Arhgap27	ARHGAP27
Gpatch2l	GPATCH2L
Dusp3	DUSP3
Gamt	GAMT
Tagln	TAGLN
Gng8	GNG8
Ctsw	CTSW
Hapln1	HAPLN1
Rnf157	RNF157
Crebzf	CREBZF
Abcc4	ABCC4
Ttk	TTK
Foxd2	FOXD2
Sparc	SPARC
Calm3	CALM3
Acox1	ACOX1
Zfp185	ZNF185
Liph	LIPH
Izumo1r	IZUMO1R
Ccdc8	CCDC8
Mrgprd	MRGPRD
Lmx1b	LMX1B
Tcim	TCIM
Kcna10	KCNA10
Pou2af1	POU2AF1
Zfp790	ZNF790
Zfp940	ZNF790
Ighv13-2	IGHV3-16
Ighv11-1	IGHV3-16
Ighv5-4	IGHV3-16
Ighv11-2	IGHV3-16
Mybbp1a	MYBBP1A
Ccl3	CCL3L3
Igf2	IGF2
Ddx19a	DDX19A
Dnajc2	DNAJC2
Tmprss3	TMPRSS3
Ly6g5b	AL662899.2
Zfp46	ZNF436
Rps26	RPS26
Sugt1	SUGT1
Clec3b	CLEC3B
Nr2f6	NR2F6
Grb2	GRB2
Kcmf1	KCMF1
Tex13c1	TEX13C
Tex13c2	TEX13C
Scn8a	SCN8A
Gapvd1	GAPVD1
Egfr	EGFR
Jpt1	JPT1
Slc16a4	SLC16A4
Krt36	KRT36
Hbb-bt	HBB
Hbb-bs	HBB
Ktn1	KTN1
Tmsb10	TMSB10
Kcnn4	KCNN4
Irgc1	IRGC
Wdr90	WDR90
Adam18	ADAM18
Cul4a	CUL4A
Hnrnpul1	HNRNPUL1
Kdm1a	KDM1A
Fam160a1	FAM160A1
Cd74	CD74
Kcnq4	KCNQ4
Cdc42ep4	CDC42EP4
Hnrnpu	HNRNPU
Gm1661	C1orf228
Olfr577	OR51G2
Cnksr2	CNKSR2
Ankrd53	ANKRD53
Arhgef38	ARHGEF38
Pcdha9	PCDHA10
Mast2	MAST2
Msh6	MSH6
Insl5	INSL5
Cyp7a1	CYP7A1
Slc44a1	SLC44A1
Prmt3	PRMT3
Glo1	GLO1
Krt20	KRT20
Tex19.1	TEX19
Tex19.2	TEX19
Tctex1d1	TCTEX1D1
Rhbdd1	RHBDD1
Irs1	IRS1
Rab34	RAB34
Rab3ip	RAB3IP
Zdhhc24	ZDHHC24
Otub2	OTUB2
Nup50	NUP50
1700123L14Rik	NUP50
Alg10b	ALG10
Oxa1l	OXA1L
Shprh	SHPRH
St7	ST7
Lrrc28	LRRC28
Gm24463	SNORD50
Snord50b	SNORD50
Snord50a	SNORD50
Gm23017	SNORD50
Gm26135	SNORD50
Gm27406	uc_338
Gm27435	Six3os1_1
Gm22335	RNU6-1190P
Gm22036	RN7SKP135
Gm23069	RN7SKP135
Gm25430	RN7SKP135
Gm23775	RN7SKP135
Gm24877	Y_RNA
Snora31	SNORA31
Gm26420	RNU6-1317P
Gm24842	RNU6-65P
Mir1897	SOX2OT_exon3
n-R5s153	RNA5SP492
Nron	NRON
Snhg7	SNORA43
Gm22748	SNORA80B
Gm24611	RNU6-209P
Gm25403	VTRNA1-2
Vaultrc5	VTRNA1-2
Gm23441	RNU6ATAC20P
Gm24184	Y_RNA
Gm26438	Y_RNA
Gm22199	Y_RNA
Gm24134	SNORD36A
Snord8	SNORD8
Gm26413	SCARNA4
Gm23370	SCARNA4
Gm25820	SCARNA4
Gm22813	SCARNA4
Gm22897	SCARNA4
Snord96a	SNORD96A
Gm23691	RNU6-732P
Gm23002	RNU6-985P
Gm23448	RNU6-622P
Gm22362	SNORA70
Gm25667	RN7SKP92
Gm23183	RN7SKP92
Gm27582	RMST_5
Gm25220	RNU6-930P
Gm23794	RNU6-1081P
Gm23854	RNU6-375P
Gm23940	RNU6-669P
Gm22054	U1
Snord45b	SNORD45B
Gm22528	RNU6-1338P
Gm27639	RNU4-35P
Gm24695	RNU4-35P
Gm26017	RNU6-1087P
Gm22699	RNU6-1301P
Gm23392	RNA5SP422
Gm22105	RNU6ATAC15P
Gm26271	U6
Gm25619	U6
Gm26041	5S_rRNA
Gm24189	5S_rRNA
Gm24615	SNORA20
Gm23970	RNU6-490P
Gm26227	RNU6-490P
Gm23035	RNU6-965P
Gm24888	SNORA3C
Gm25390	RNU6-121P
Gm24559	SNORA22
Snora15	SNORA15
Gm27610	Six3os1_3
Gm23993	SNORA48
Gm24475	SNORA48
Gm25569	SNORA48
Gm24262	SNORA48
Gm25113	SNORA48
Gm24879	SNORA48
Gm24288	SNORA48
Gm22315	SNORA48
Gm23278	SNORA48
Gm24963	SNORA48
Gm22988	SNORA48
Gm23343	SNORA48
Gm24782	SNORA48
Gm25117	SNORA48
Gm23168	SNORA48
Gm25771	SNORA48
Gm22554	SNORA48
Gm24727	SNORA48
Gm23598	SNORA48
Gm23546	SNORA48
Gm22890	SNORA48
Gm25291	SNORA48
Gm23716	SNORA48
Gm26036	SNORA48
Gm22210	SNORA48
Gm23123	SNORA48
Gm25383	SNORA48
Gm24780	SNORA48
Gm24130	SNORA48
Gm23339	SNORA48
Gm23392	RNA5SP417
Gm26329	Y_RNA
Gm25581	RNU1-134P
Gm23349	RNU6-419P
Add3	ADD3
Bcl2l12	BCL2L12
Rundc3a	RUNDC3A
Wdr34	WDR34
Pcnx4	PCNX4
Pcyt2	PCYT2
Slc38a10	SLC38A10
Tepsin	TEPSIN
Cep131	CEP131
Gm884	LRRC37A
Lrrc37a	LRRC37A
Slc4a9	SLC4A9
BC030867	C17orf53
Psd2	PSD2
Shc3	SHC3
Vmn1r17	VN1R5
Vmn1r34	VN1R5
Vmn1r19	VN1R5
Vmn1r28	VN1R5
Vmn1r37	VN1R5
Vmn1r33	VN1R5
Vmn1r32	VN1R5
Vmn1r15	VN1R5
Vmn1r36	VN1R5
Vmn1r27	VN1R5
Vmn1r18	VN1R5
Vmn1r21	VN1R5
Vmn1r11	VN1R5
Vmn1r16	VN1R5
Vmn1r29	VN1R5
Vmn1r7	VN1R5
Vmn1r31	VN1R5
Vmn1r26	VN1R5
Vmn1r6	VN1R5
Vmn1r14	VN1R5
Vmn1r35	VN1R5
Vmn1r5	VN1R5
Vmn1r10	VN1R5
Vmn1r8	VN1R5
Vmn1r20	VN1R5
Vmn1r9	VN1R5
Vmn1r24	VN1R5
Vmn1r22	VN1R5
Vmn1r12	VN1R5
Il18	IL18
Mtf2	MTF2
Rpain	RPAIN
Cdc42bpb	CDC42BPB
AU019823	NKAPD1
Lins1	LINS1
Rabep1	RABEP1
Hand1	HAND1
Usp36	USP36
Rps6ka5	RPS6KA5
0610009O20Rik	KIAA0141
Ubac1	UBAC1
1700001O22Rik	C9orf50
Mfap3	MFAP3
Ccnh	CCNH
Cep164	CEP164
Rtn4rl2	RTN4RL2
Cacng8	CACNG8
Stk39	STK39
Rnf26	RNF26
Gm9008	RNF26
Rnf26	RNF26
Sesn3	SESN3
Qk	QKI
Fhod1	FHOD1
Fads1	FADS1
Esrrb	ESRRB
Ano8	ANO8
Nat14	NAT14
Phf12	PHF12
Sphkap	SPHKAP
Gtf2h2	GTF2H2C
Uqcrh	UQCRH
Coq4	COQ4
Meiob	MEIOB
Fchsd1	FCHSD1
Trub2	TRUB2
Zfp27	ZNF585B
Vwa3b	VWA3B
Ighv7-2	IGHV3-72
Ighv7-3	IGHV3-72
Ighv7-4	IGHV3-72
Ighv7-1	IGHV3-72
Mrpl36	MRPL36
Smtnl2	SMTNL2
Prkd2	PRKD2
Ampd1	AMPD1
Pcsk7	PCSK7
Prtn3	PRTN3
9130011E15Rik	C10orf76
Shq1	SHQ1
Ube2s	UBE2S
Cnst	CNST
Bfsp2	BFSP2
Tmem108	TMEM108
Syne3	SYNE3
Hmmr	HMMR
Dydc1	DYDC1
Mbip	MBIP
Asah2	ASAH2
Kmt5c	KMT5C
Lrrc41	LRRC41
Crabp1	CRABP1
Mapk10	MAPK10
6030419C18Rik	C15orf59
Tmem150b	TMEM150B
Arhgap24	ARHGAP24
Sema7a	SEMA7A
Pnmal2	PNMA8B
Vcan	VCAN
Prmt5	PRMT5
Wtip	WTIP
Stard3	STARD3
Ttll5	TTLL5
Chat	CHAT
Igkv18-36	IGKV3-11
Pcdhga12	PCDHGA4
Klf10	KLF10
Tgfb3	TGFB3
Gjd4	GJD4
Lhb	CGB8
Kif18b	KIF18B
Cyp24a1	CYP24A1
Ttc8	TTC8
Slc17a5	SLC17A5
4933424G06Rik	C2orf92
Hcn4	HCN4
Zfp160	ZNF347
Zfp462	ZNF462
Tbc1d20	TBC1D20
Dusp15	DUSP15
Cyb5d2	CYB5D2
Kera	KERA
Ankfy1	ANKFY1
Stag3	STAG3
Krt34	KRT33B
Krt33a	KRT33B
Krt33b	KRT33B
Krt31	KRT33B
Otop3	OTOP3
Pnkp	PNKP
Ctps	CTPS1
Sftpd	SFTPD
Exosc6	EXOSC6
Thbs4	THBS4
1110008F13Rik	TGIF2-C20orf24
Foxs1	FOXS1
Htr1d	HTR1D
Atp10b	ATP10B
Olfr160	OR8A1
Olfr151	OR8A1
Olfr874	OR8B12
Olfr875	OR8B12
Olfr876	OR8B12
AC069561.4	OR8B12
Ccl5	CCL5
Tep1	TEP1
Trps1	TRPS1
Gm11555	KRTAP4-11
Krtap4-2	KRTAP4-11
Krtap4-1	KRTAP4-11
Krtap4-7	KRTAP4-11
Gm11563	KRTAP4-11
Rps12-ps3	RPS12
Rps12	RPS12
Rab37	RAB37
Nfkbia	NFKBIA
Gm11562	KRTAP2-2
Gm11938	KRTAP2-2
Gm11937	KRTAP2-2
Krtap2-4	KRTAP2-2
Pdcd2l	AC092073.1
Git1	GIT1
Abhd14b	ABHD14B
Cd300c	AC079325.2
Cd300c2	AC079325.2
Cd300a	AC079325.2
Ttc1	TTC1
Nell1	NELL1
Hoxb8	HOXB8
Tspan33	TSPAN33
Mcf2	MCF2
Egr1	EGR1
4933412E24Rik	CXorf49
8030474K03Rik	CXorf49
Gm4779	CXorf49
Foxk2	FOXK2
Lrrc8a	LRRC8A
Gm28035	LRRC8A
Igfbp4	IGFBP4
Krt25	KRT25
Prkar1a	PRKAR1A
Snx11	SNX11
Atp6v1b2	ATP6V1B2
Gje1	GJE1
Gsx2	GSX2
Olfr441	OR2A14
Olfr444	OR2A14
Olfr237-ps1	OR2A14
Psmb7	PSMB7
Lasp1	LASP1
Tprg	TPRG1
Tiprl	TIPRL
Rps3a1	RPS3A
Lrp5	LRP5
Plpp4	PLPP4
Fbxl16	FBXL16
Gm45261	CCDC195
Palld	PALLD
Wnt4	WNT4
Oca2	OCA2
Ttc23	TTC23
Cd22	CD22
Syt11	SYT11
Scg5	SCG5
Abhd16b	ABHD16B
Tmem191c	TMEM191C
Ndrg1	NDRG1
Gnai1	GNAI1
Trav21-dv12	TRAV26-2
Serpinb8	SERPINB8
Cntd1	CNTD1
Sec24c	SEC24C
Pitpnm2	PITPNM2
Atf4	ATF4
Ftsj3	FTSJ3
Ctage5	CTAGE6
Psma3	PSMA3
Psme3	PSME3
Erfe	ERFE
Lyrm7	LYRM7
Mief1	MIEF1
Gm648	CT45A5
Gm10477	CT45A5
Cdh5	CDH5
Zyg11b	ZYG11B
Dcaf1	DCAF1
Cacna1s	CACNA1S
Cdc7	CDC7
Insr	INSR
Hsd3b7	HSD3B7
Hspbap1	HSPBAP1
Gm648	CT45A1
Gm10477	CT45A1
Olfr1049	OR8K5
Olfr1051	OR8K5
Olfr1053	OR8K5
Olfr1008	OR8K5
Olfr1048	OR8K5
Coa7	COA7
Bcan	BCAN
Moxd1	MOXD1
Manf	MANF
Cpxm2	CPXM2
