mouseSymbol,choSymbol
Olfr124,Olfr124
Usp46,Usp46
Ccrl2,Ccrl2
Fam20c,Fam20c
Zeb2,Zeb2
Exoc4,Exoc4
Nudt19,Nudt19
Shroom1,Shroom1
Rgs9bp,Rgs9bp
Serpinb2,Serpinb2
Gls,Gls
Poc1a,Poc1a
Egr4,Egr4
Serpinb10,Serpinb10
2310079G19Rik,2310079G19Rik
Krtap27-1,Krtap27-1
Tex48,Tex48
Fam19a5,Fam19a5
Ablim1,Ablim1
Ctdsp2,Ctdsp2
Gfod2,Gfod2
1700027J19Rik,1700027J19Rik
Ldb2,Ldb2
Sowaha,Sowaha
2410089E03Rik,2410089E03Rik
Trim52,Trim52
Rasl11b,Rasl11b
Mrpl22,Mrpl22
Rapgef1,Rapgef1
Cacna1b,Cacna1b
Slc38a1,Slc38a1
Btc,Btc
Mamstr,Mamstr
Cd7,Cd7
Slitrk1,Slitrk1
Serpinb8,Serpinb8
Fbxo32,Fbxo32
Tmem101,Tmem101
Epha5,Epha5
Prune2,Prune2
Tef,Tef
Unc119b,Unc119b
Pkn3,Pkn3
Calcoco1,Calcoco1
2010300C02Rik,2010300C02Rik
Olfr267,Olfr267
Hand2,Hand2
Gsx1,Gsx1
Zdhhc12,Zdhhc12
Rchy1,Rchy1
Cabp1,Cabp1
Stard7,Stard7
Ddx11,Ddx11
Zwint,Zwint
Ncf4,Ncf4
Cdx2,Cdx2
Ascl4,Ascl4
Setx,Setx
Gcnt1,Gcnt1
Zfp28,Zfp28
Hoxc13,Hoxc13
Sympk,Sympk
Hoxc12,Hoxc12
Stard13,Stard13
Rarres1,Rarres1
Fbxo45,Fbxo45
Acsl3,Acsl3
Glt6d1,Glt6d1
Hivep2,Hivep2
Agl,Agl
Slc6a9,Slc6a9
Oxt,Oxt
Avp,Avp
Cdc42bpa,Cdc42bpa
Sprn,Sprn
Nr4a3,Nr4a3
Tmem182,Tmem182
Fastkd5,Fastkd5
B3galt2,B3galt2
Siglec15,Siglec15
Mfsd1,Mfsd1
Add2,Add2
Erf,Erf
Sv2b,Sv2b
Olfr523,Olfr523
Ear2,Ear7
Ear2,Ear10
Ear2,Ear11
Tbkbp1,Tbkbp1
Yes1,Yes1
Zfp282,Zfp282
6430628N08Rik,6430628N08Rik
Odaph,Odaph
C2cd4b,C2cd4b
Tmem81,Tmem81
Nkain3,Nkain3
Nipbl,Nipbl
Rnf168,Rnf168
Cic,Cic
Nfkbiz,Nfkbiz
Eps8l1,Eps8l1
D17H6S53E,D17H6S53E
Gng5,Gng5
Crebzf,Crebzf
Rbm19,Rbm19
Pard3,Pard3
Cdh11,Cdh11
Vmn1r224,Vmn1r224
Dpf1,Dpf1
Dscc1,Dscc1
Ndufb2,Ndufb2
Fam91a1,Fam91a1
Tnik,Tnik
Bcl3,Bcl3
Olfr398,Olfr398
Polr1a,Polr1a
Tctn3,Tctn3
Map2k6,Map2k6
C2cd4a,C2cd4a
Tlr3,Tlr3
Ptk2,Ptk2
Smim13,Smim13
Senp8,Senp8
Olfr324,Olfr324
5830411N06Rik,5830411N06Rik
Mageb18,Mageb18
Gdf6,Gdf6
Gbx2,Gbx2
Coq5,Coq5
Pou3f3,Pou3f3
Jhy,Jhy
Vps13c,Vps13c
Sox3,Sox3
Atp5o,Atp5o
Vmn1r230,Vmn1r230
Fam98b,Fam98b
Sem1,Sem1
Fmnl3,Fmnl3
Olfr412,Olfr412
Arx,Arx
Akap13,Akap13
Abca12,Abca12
Hoxc4,Hoxc4
Bpifc,Bpifc
Tmem63c,Tmem63c
Fer1l6,Fer1l6
Ramp2,Ramp2
Crtam,Crtam
Rbm31y,Rbm31y
Tcf15,Tcf15
Csf3r,Csf3r
Fam104a,Fam104a
Ptgs1,Ptgs1
Deptor,Deptor
2810021J22Rik,2810021J22Rik
Ttc9b,Ttc9b
Tmprss11d,Tmprss11d
Papss1,Papss1
Dbp,Dbp
Fgf9,Fgf9
Ccdc92b,Ccdc92b
Gli2,Gli2
Htr3b,Htr3b
Ptger2,Ptger2
St3gal5,St3gal5
Dlx6,Dlx6
Kbtbd13,Kbtbd13
Fance,Fance
Iqca,Iqca
Sphk2,Sphk2
Rnf187,Rnf187
Slc15a4,Slc15a4
Gfra4,Gfra4
Hist3h2a,Hist3h2a
Ppp1r10,Ppp1r10
Frrs1,Frrs1
Papd7,Papd7
Ldoc1,Ldoc1
Ubash3b,Ubash3b
Coro1a,Coro1a
Kif1b,Kif1b
Chic2,Chic2
Fhdc1,Fhdc1
Adam33,Adam33
Sntb2,Sntb2
Gab3,Gab3
Cdk1,Cdk1
Ptchd1,Ptchd1
Mia2,Mia2
Gsx2,Gsx2
Gm5142,Gm5142
Rita1,Rita1
Slx1b,Slx1b
Fsip1,Fsip1
Pdf,Pdf
Sipa1l3,Sipa1l3
Tmem221,Tmem221
4930486L24Rik,4930486L24Rik
Fbll1,Fbll1
Atic,Atic
Il5,Il5
Gm9918,Gm9918
Trib3,Trib3
Lrrc43,Lrrc43
Nrsn2,Nrsn2
Fat3,Fat3
Nxnl1,Nxnl1
Olfr137,Olfr137
Il31,Il31
Syk,Syk
Sox12,Sox12
Diablo,Diablo
6820408C15Rik,6820408C15Rik
Hnrnpa1,Hnrnpa1
Tmem65,Tmem65
Tac1,Tac1
Inhbb,Inhbb
Ralb,Ralb
Acp7,Acp7
1500011K16Rik,1500011K16Rik
Adam21,Adam21
Trmt12,Trmt12
Ndufb9,Ndufb9
Tatdn1,Tatdn1
Cops8,Cops8
Asns,Asns
Plppr4,Plppr4
Daam1,Daam1
Prdm13,Prdm13
Bdkrb1,Bdkrb1
Defb45,Defb45
Vps72,Vps72
Defb25,Defb25
Sox1,Sox1
Timeless,Timeless
Pcyt1b,Pcyt1b
Tmem132d,Tmem132d
Grp,Grp
Gskip,Gskip
Pde1c,Pde1c
Pim3,Pim3
Zbed3,Zbed3
Olfr1346,Olfr1346
Uso1,Uso1
Rln1,Rln1
Stox1,Stox1
Uncx,Uncx
Ceacam19,Ceacam19
Pygl,Pygl
Tmem11,Tmem11
Col6a3,Col6a3
Ttll8,Ttll8
Gm43951,Gm43951
Pvr,Pvr
Ythdf3,Ythdf3
Epop,Epop
Pmm1,Pmm1
Onecut3,Onecut3
Auh,Auh
Sptbn1,Sptbn1
Zfp746,Zfp746
Ttc9,Ttc9
Srarp,Srarp
Tmbim6,Tmbim6
Irf1,Irf1
Piwil1,Piwil1
Tmem222,Tmem222
Atoh8,Atoh8
Plekha7,Plekha7
Vgf,Vgf
Bub1b,Bub1b
Rasal2,Rasal2
Sbf2,Sbf2
Unc5d,Unc5d
2610301B20Rik,2610301B20Rik
1700029P11Rik,1700029P11Rik
Rora,Rora
Samd1,Samd1
A130010J15Rik,A130010J15Rik
Ddx6,Ddx6
Cd82,Cd82
Fbxo17,Fbxo17
Kit,Kit
Tenm2,Tenm2
Ache,Ache
Txndc16,Txndc16
Ankrd63,Ankrd63
Ube2e3,Ube2e3
Dmrta2,Dmrta2
Spout1,Spout1
Slc16a1,Slc16a1
Plekhf2,Plekhf2
Rimbp2,Rimbp2
Tmem158,Tmem158
Tbc1d19,Tbc1d19
Sgk3,Sgk3
Tns3,Tns3
Cab39l,Cab39l
Olfr1347,Olfr1347
Spaca7,Spaca7
2210011C24Rik,2210011C24Rik
Mitf,Mitf
Inafm2,Inafm2
Dennd3,Dennd3
Elfn1,Elfn1
Epc2,Epc2
Fbxw7,Fbxw7
Arfgef2,Arfgef2
Rpl27,Rpl27
Gatb,Gatb
Asic2,Asic2
Cdyl,Cdyl
Fam83e,Fam83e
Tmem154,Tmem154
Dscaml1,Dscaml1
Krba1,Krba1
Xrcc6,Xrcc6
1110032F04Rik,1110032F04Rik
4930505A04Rik,4930505A04Rik
Cdk11b,Cdk11b
Ptpn12,Ptpn12
Galntl6,Galntl6
Ccm2l,Ccm2l
BC030500,BC030500
Alx4,Alx4
Olfr1348,Olfr1348
Slc35e2,Slc35e2
Ice2,Ice2
Zkscan2,Zkscan2
Col14a1,Col14a1
Lmtk3,Lmtk3
Cdx4,Cdx4
Sugct,Sugct
Ehmt1,Ehmt1
Sult2b1,Sult2b1
Hs3st4,Hs3st4
Sorbs2,Sorbs2
Il1b,Il1b
Gsto2,Gsto2
Sybu,Sybu
Slc22a4,Slc22a4
Cfap43,Cfap43
Gsto1,Gsto1
Grrp1,Grrp1
Jkamp,Jkamp
Ppp1r12c,Ppp1r12c
Kyat1,Kyat1
Tsx,Tsx
Kif5c,Kif5c
Sumo1,Sumo1
Tshz3,Tshz3
Trpc5os,Trpc5os
Sfswap,Sfswap
Prr7,Prr7
Hist4h4,Hist4h4
H2afj,H2afj
BC049715,BC049715
Mcl1,Mcl1
Itsn2,Itsn2
Fam171a2,Fam171a2
Mat2b,Mat2b
Gm13889,Gm13889
Anxa2,Anxa2
Gm12689,Gm12689
Cebpb,Cebpb
Gpr62,Gpr62
Olfr424,Olfr424
Adm,Adm
Pgk1,Pgk1
Spta1,Spta1
C3ar1,C3ar1
Mrps17,Mrps17
Tmc3,Tmc3
Gstm6,Gstm6
Olfr71,Olfr71
Hrct1,Hrct1
Grk4,Grk4
Spaar,Spaar
Mocs3,Mocs3
Bhlhe22,Bhlhe22
Kdm8,Kdm8
Lzic,Lzic
Lcorl,Lcorl
Cdk13,Cdk13
Stk35,Stk35
Olfr29-ps1,Olfr29-ps1
Tgm3,Tgm3
Slc2a8,Slc2a8
Nup188,Nup188
Ppp1r3g,Ppp1r3g
Ctnnbip1,Ctnnbip1
Cntn5,Cntn5
Tnnt1,Tnnt1
Creb1,Creb1
B3glct,B3glct
Sgtb,Sgtb
Mnt,Mnt
Arl4d,Arl4d
Amer2,Amer2
Rtn1,Rtn1
Baiap2l2,Baiap2l2
Dhx8,Dhx8
Oas3,Oas3
Rxfp2,Rxfp2
C1ql3,C1ql3
Nop56,Nop56
Stard5,Stard5
Nsmce1,Nsmce1
Il16,Il16
Cyb5d2,Cyb5d2
Il2rb,Il2rb
Dnajc10,Dnajc10
Homez,Homez
Etv4,Etv4
Foxd3,Foxd3
Pycrl,Pycrl
Gsap,Gsap
Ppp1r3e,Ppp1r3e
Man1b1,Man1b1
Zfp536,Zfp536
Ccdc146,Ccdc146
Atp9a,Atp9a
Nt5c,Nt5c
Kcnv1,Kcnv1
Serpine2,Serpine2
Exoc1,Exoc1
Mtbp,Mtbp
Meox1,Meox1
Rtl4,Rtl4
Trim75,Trim75
Sorcs1,Sorcs1
Mtss1,Mtss1
Pabpn1,Pabpn1
Dlgap1,Dlgap1
Frmd6,Frmd6
Slc12a9,Slc12a9
Lhfpl1,Lhfpl1
Tshz2,Tshz2
Zfp217,Zfp217
Nupr1l,Nupr1l
Bcas1,Bcas1
Trappc13,Trappc13
Bpifa6,Bpifa6
Olfr419,Olfr419
Vkorc1l1,Vkorc1l1
B230118H07Rik,B230118H07Rik
Bpifa2,Bpifa2
Fblim1,Fblim1
Cmc4,Cmc4
Astn2,Astn2
BC030870,BC030870
Sumo3,Sumo3
Ephb4,Ephb4
Trim32,Trim32
Gstm3,Gstm3
Zfp30,Zfp30
Dyrk1b,Dyrk1b
Sun3,Sun3
Clstn1,Clstn1
Bpifa1,Bpifa1
Uri1,Uri1
Vax1,Vax1
Rag2,Rag2
Armc1,Armc1
Mtfr1,Mtfr1
Emx2,Emx2
Knl1,Knl1
Nr1i2,Nr1i2
Cdc42se1,Cdc42se1
Apon,Apon
Htt,Htt
Rad51,Rad51
Slfn1,Slfn1
Pla2g7,Pla2g7
Zfyve19,Zfyve19
Rac2,Rac2
Rpa1,Rpa1
Gm14137,Gm14137
Ppp1r14d,Ppp1r14d
Mrpl27,Mrpl27
Bin2,Bin2
Nrp1,Nrp1
Ccne1,Ccne1
Uchl5,Uchl5
Tubb2b,Tubb2b
Fjx1,Fjx1
Gm19668,Gm19668
Rbm38,Rbm38
Pde7a,Pde7a
Pik3c2a,Pik3c2a
Gphn,Gphn
Pmepa1,Pmepa1
Ankrd60,Ankrd60
Phox2a,Phox2a
Tpst1,Tpst1
Slc22a23,Slc22a23
Brinp1,Brinp1
Smyd4,Smyd4
Nexmif,Nexmif
Cachd1,Cachd1
Col1a1,Col1a1
Dnaaf3,Dnaaf3
Tnni3,Tnni3
Exd1,Exd1
Adam1a,Adam1a
Zfp804a,Zfp804a
1600014C10Rik,1600014C10Rik
Ppp1r9b,Ppp1r9b
Erv3,Erv3
Abcb7,Abcb7
4932438H23Rik,4932438H23Rik
Recql5,Recql5
Olig2,Olig2
Kcnj14,Kcnj14
Ptpro,Ptpro
Smim6,Smim6
Olig1,Olig1
Fsip2,Fsip2
Pxdc1,Pxdc1
Ormdl3,Ormdl3
Lrrc3c,Lrrc3c
Rtn4rl2,Rtn4rl2
Serpinf1,Serpinf1
Zfp260,Zfp260
Grin2d,Grin2d
Zfp382,Zfp382
Ccdc166,Ccdc166
Amph,Amph
Mapk15,Mapk15
Cox7a1,Cox7a1
Haspin,Haspin
Psmd3,Psmd3
Kcnh2,Kcnh2
Trim23,Trim23
Scyl3,Scyl3
Wipi2,Wipi2
Gale,Gale
Med24,Med24
Tlcd2,Tlcd2
Emc6,Emc6
Zswim2,Zswim2
Gapt,Gapt
Grm7,Grm7
Plk2,Plk2
Gpcpd1,Gpcpd1
Teddm1b,Teddm1b
Hrk,Hrk
Olfr998,Olfr998
Ank3,Ank3
Anapc15,Anapc15
Olfr1009,Olfr1009
Cnpy2,Cnpy2
Gfra2,Gfra2
Prelid3b,Prelid3b
Edn3,Edn3
Hmga2,Hmga2
H3f3b,H3f3b
Actbl2,Actbl2
Abhd17c,Abhd17c
Xrcc2,Xrcc2
Abca13,Abca13
Fam84b,Fam84b
Phactr3,Phactr3
1110034G24Rik,1110034G24Rik
Chgb,Chgb
Fmnl1,Fmnl1
Olfr1020,Olfr1020
Actr3b,Actr3b
K230010J24Rik,K230010J24Rik
Pla2g6,Pla2g6
Polk,Polk
Olfr214,Olfr214
Slc45a4,Slc45a4
Nucb2,Nucb2
Map3k14,Map3k14
Crls1,Crls1
Vwc2,Vwc2
Sh2b3,Sh2b3
Lrrn4,Lrrn4
Tmem82,Tmem82
Olfr1044,Olfr1044
Rassf4,Rassf4
Fignl2,Fignl2
Lyzl6,Lyzl6
Gosr2,Gosr2
Wnt9b,Wnt9b
Wnt3,Wnt3
8430408G22Rik,8430408G22Rik
Plcb1,Plcb1
Tas2r134,Tas2r134
Krtap5-5,Krtap5-5
Nsf,Nsf
Rbm43,Rbm43
Arf2,Arf2
A1bg,A1bg
Crhr1,Crhr1
Plcb4,Plcb4
Mapt,Mapt
Nmi,Nmi
Zpbp,Zpbp
Gm15557,Gm15557
Gjd3,Gjd3
Plekhm2,Plekhm2
Zdhhc4,Zdhhc4
Lypla2,Lypla2
Sord,Sord
Cd163,Cd163
Duoxa1,Duoxa1
Smarce1,Smarce1
Zfp648,Zfp648
Klf10,Klf10
Zbtb22,Zbtb22
Xylt1,Xylt1
Mixl1,Mixl1
Krt222,Krt222
Duox1,Duox1
Krt24,Krt24
Krt25,Krt25
Ccni,Ccni
Krt26,Krt26
Tnfaip6,Tnfaip6
Mroh5,Mroh5
Krt27,Krt27
H3f3a,H3f3a
Krt28,Krt28
Gm6569,Gm6569
Krt10,Krt10
Krt12,Krt12
Prpf6,Prpf6
Rif1,Rif1
Krt20,Krt20
Krt23,Krt23
Krt39,Krt39
Kansl1,Kansl1
Tktl2,Tktl2
Ankar,Ankar
Lst1,Lst1
Sntb1,Sntb1
Eif4g2,Eif4g2
Cd22,Cd22
Sh3glb2,Sh3glb2
Olfr1085,Olfr1085
Acvr1b,Acvr1b
Ppp1r3d,Ppp1r3d
Olfr1086,Olfr1086
Olfr1090,Olfr1090
Olfr1094,Olfr1094
Lsm14b,Lsm14b
Ss18l1,Ss18l1
Olfr1100,Olfr1100
Olfr1101,Olfr1101
Krt7,Krt7
Gabrb2,Gabrb2
Draxin,Draxin
Agmat,Agmat
Dnajc16,Dnajc16
Atp10b,Atp10b
Galnt18,Galnt18
Btbd3,Btbd3
Olfr700,Olfr700
Sptlc3,Sptlc3
Pgm1,Pgm1
Olfr1132,Olfr1132
Olfr703,Olfr703
Amer1,Amer1
Esf1,Esf1
Cntln,Cntln
Flrt3,Flrt3
Macrod2,Macrod2
Has2,Has2
Asb12,Asb12
Ddx39b,Ddx39b
Negr1,Negr1
Gpr27,Gpr27
Slc22a22,Slc22a22
Shisa5,Shisa5
Tbc1d1,Tbc1d1
Otor,Otor
Slit2,Slit2
Shisa8,Shisa8
Trnp1,Trnp1
Ier5,Ier5
Bfsp1,Bfsp1
Grm3,Grm3
Olfr183,Olfr183
Mag,Mag
Derl1,Derl1
Ccdc47,Ccdc47
Olfr186,Olfr186
Adam12,Adam12
St6galnac1,St6galnac1
Aasdh,Aasdh
Mxra7,Mxra7
Cyth4,Cyth4
Zbtb43,Zbtb43
Srsf2,Srsf2
Mettl23,Mettl23
Jmjd6,Jmjd6
Efhd2,Efhd2
Fhad1,Fhad1
Kpna3,Kpna3
Olfr187,Olfr187
D7Ertd443e,D7Ertd443e
Neb,Neb
Pet117,Pet117
Mvb12b,Mvb12b
Gsg1l,Gsg1l
Sbds,Sbds
Igbp1b,Igbp1b
Olfr190,Olfr190
Tyw1,Tyw1
Dock1,Dock1
Elfn2,Elfn2
Caln1,Caln1
Xpo6,Xpo6
Usf2,Usf2
Saxo1,Saxo1
Il12b,Il12b
Tlr1,Tlr1
Ublcp1,Ublcp1
Wif1,Wif1
Prcp,Prcp
Ktn1,Ktn1
Klf2,Klf2
Auts2,Auts2
Ptpa,Ptpa
Mdfic,Mdfic
Foxi2,Foxi2
Cnot6l,Cnot6l
Olfr209,Olfr209
Tmem51,Tmem51
Cdc42se2,Cdc42se2
Hopx,Hopx
Cacnb4,Cacnb4
Rbmxl2,Rbmxl2
Kcnip4,Kcnip4
Lif,Lif
Syt9,Syt9
5730480H06Rik,5730480H06Rik
Insm1,Insm1
Synrg,Synrg
Igf2,Igf2
Ipo11,Ipo11
Cyb5r2,Cyb5r2
Tcea3,Tcea3
Fras1,Fras1
Gucy1b2,Gucy1b2
Sucla2,Sucla2
Syngr2,Syngr2
Gm4131,Gm4131
Nkx2-4,Nkx2-4
Prdm2,Prdm2
Igfbp7,Igfbp7
Polr2b,Polr2b
Nkx2-2,Nkx2-2
Pax1,Pax1
Anxa3,Anxa3
Prkca,Prkca
Zfp46,Zfp46
Ly6k,Ly6k
Ovch2,Ovch2
Pdpn,Pdpn
8030411F24Rik,8030411F24Rik
Cst12,Cst12
Bmp2k,Bmp2k
Cep112,Cep112
Lrrc38,Lrrc38
Gpr157,Gpr157
Slc2a5,Slc2a5
Slc2a7,Slc2a7
Smg1,Smg1
Axin2,Axin2
Gk2,Gk2
Antxr2,Antxr2
Prdm8,Prdm8
Fgf5,Fgf5
Galnt13,Galnt13
Ephx1,Ephx1
1700007G11Rik,1700007G11Rik
Bmp3,Bmp3
Rubcnl,Rubcnl
Prkg2,Prkg2
Kcnj3,Kcnj3
Lrrc63,Lrrc63
Kcnq1,Kcnq1
A930018P22Rik,A930018P22Rik
Ccdc40,Ccdc40
Qser1,Qser1
1700125H20Rik,1700125H20Rik
Tbx2,Tbx2
Tbx4,Tbx4
Brip1,Brip1
Slc45a1,Slc45a1
Coq7,Coq7
Cobl,Cobl
2610507B11Rik,2610507B11Rik
Gm35339,Gm35339
Tmc7,Tmc7
Adra2c,Adra2c
Hmx1,Hmx1
Tssk5,Tssk5
Foxn1,Foxn1
Pcbp2,Pcbp2
Med13,Med13
Ints2,Ints2
Rnft1,Rnft1
Syna,Syna
Rilpl1,Rilpl1
Trim36,Trim36
4921501E09Rik,4921501E09Rik
Eci1,Eci1
3110021N24Rik,3110021N24Rik
Gm37797,Gm37797
Fbp1,Fbp1
Zc3hav1l,Zc3hav1l
Ccdc185,Ccdc185
Ogfrl1,Ogfrl1
Slc22a18,Slc22a18
Vsnl1,Vsnl1
Ngdn,Ngdn
Edc4,Edc4
Slc25a51,Slc25a51
Sgcz,Sgcz
Cnfn,Cnfn
Wdr19,Wdr19
Socs1,Socs1
Lypd3,Lypd3
Chst2,Chst2
Akr1b3,Akr1b3
Cwf19l2,Cwf19l2
Cthrc1,Cthrc1
Shb,Shb
Rps2,Rps2
Amn,Amn
Lrrc25,Lrrc25
Pdxp,Pdxp
2310033P09Rik,2310033P09Rik
Klhl25,Klhl25
Tmem247,Tmem247
Etv2,Etv2
Ppfia2,Ppfia2
Zfp229,Zfp229
Sorl1,Sorl1
Galnt5,Galnt5
Usp29,Usp29
Lrrn2,Lrrn2
Ugt2a3,Ugt2a3
4921511C20Rik,4921511C20Rik
Papd5,Papd5
Cxcl17,Cxcl17
Agbl1,Agbl1
Endou,Endou
Gm5464,Gm5464
Six1,Six1
Ntf5,Ntf5
Hmcn1,Hmcn1
Hivep1,Hivep1
Trpc3,Trpc3
Arl6,Arl6
Foxo6,Foxo6
Rab27a,Rab27a
B3gat2,B3gat2
Apbb1ip,Apbb1ip
Galnt14,Galnt14
Smim10l2a,Smim10l2a
Olfr906,Olfr906
AW554918,AW554918
Sox21,Sox21
Stk3,Stk3
Gdf15,Gdf15
Dnah3,Dnah3
Tas2r120,Tas2r120
Tyr,Tyr
Mcfd2,Mcfd2
Oaz1,Oaz1
Mdm4,Mdm4
Hexb,Hexb
Lipe,Lipe
Olfr1414,Olfr1414
Hmgb4,Hmgb4
Wdr93,Wdr93
Spic,Spic
Tas2r121,Tas2r121
Chia1,Chia1
Tas2r115,Tas2r115
Ctsh,Ctsh
Adgra3,Adgra3
Cdkl5,Cdkl5
Cecr6,Cecr6
Dkk3,Dkk3
Tas2r116,Tas2r116
Olfr1413,Olfr1413
Olfr1412,Olfr1412
Efcab6,Efcab6
Eif4e1b,Eif4e1b
Tas2r113,Tas2r113
Atp5k,Atp5k
Arnt2,Arnt2
P2ry10,P2ry10
Tas2r125,Tas2r125
Crh,Crh
Ly86,Ly86
Zdhhc11,Zdhhc11
Cspp1,Cspp1
Tfg,Tfg
Siah1b,Siah1b
Nrg1,Nrg1
Dnajb14,Dnajb14
Ube2ql1,Ube2ql1
Mesp1,Mesp1
Parp2,Parp2
Mesp2,Mesp2
Inpp1,Inpp1
Nes,Nes
Mnat1,Mnat1
Tbk1,Tbk1
1700020N01Rik,1700020N01Rik
Olfr913,Olfr913
Mical2,Mical2
Npnt,Npnt
Nkx2-5,Nkx2-5
Fbxl13,Fbxl13
Dock10,Dock10
Ptprk,Ptprk
Zfp1,Zfp1
Plekha5,Plekha5
Grm5,Grm5
Zfp609,Zfp609
Gpr50,Gpr50
Ptch1,Ptch1
Dmpk,Dmpk
Olfr1411,Olfr1411
Rapgef2,Rapgef2
Yy1,Yy1
Cdh9,Cdh9
Tppp,Tppp
Cntnap3,Cntnap3
Jund,Jund
Anpep,Anpep
Igfbpl1,Igfbpl1
Hibch,Hibch
Lrrc15,Lrrc15
Tm4sf1,Tm4sf1
Cops9,Cops9
Kpna4,Kpna4
Lgals7,Lgals7
Hapln2,Hapln2
Fbxo33,Fbxo33
Tas2r140,Tas2r140
Tmem241,Tmem241
Sc5d,Sc5d
2010109I03Rik,2010109I03Rik
Gab1,Gab1
Map6,Map6
Arhgap26,Arhgap26
Ltc4s,Ltc4s
S1pr1,S1pr1
1500009L16Rik,1500009L16Rik
Ywhaq,Ywhaq
Fxyd5,Fxyd5
Rcor2,Rcor2
Mdga2,Mdga2
Lmntd1,Lmntd1
Cecr2,Cecr2
Lmbrd2,Lmbrd2
Lamtor3,Lamtor3
Sult4a1,Sult4a1
Atp13a3,Atp13a3
Prob1,Prob1
Ttc7,Ttc7
Casp3,Casp3
Fgf1,Fgf1
Hspbp1,Hspbp1
Dph5,Dph5
Actn4,Actn4
Car7,Car7
Tmem159,Tmem159
Skp2,Skp2
Hnrnpa0,Hnrnpa0
Hs3st3b1,Hs3st3b1
Smim10l1,Smim10l1
Chst5,Chst5
Mcph1,Mcph1
Olfr479,Olfr479
Sp8,Sp8
C2cd4d,C2cd4d
Synpo2,Synpo2
Slc6a5,Slc6a5
Olfr481,Olfr481
Abcb5,Abcb5
Tpp2,Tpp2
Cep72,Cep72
Capn12,Capn12
Hs3st3a1,Hs3st3a1
Ndufa12,Ndufa12
Zfp553,Zfp553
Sema5a,Sema5a
Ntrk3,Ntrk3
Slc38a6,Slc38a6
Klf16,Klf16
Bhlhe41,Bhlhe41
C130060K24Rik,C130060K24Rik
Capza2,Capza2
Rmi2,Rmi2
Cited2,Cited2
Idnk,Idnk
Ptprb,Ptprb
Osr2,Osr2
Gm3336,Gm3336
Riox1,Riox1
Pdp2,Pdp2
Stk31,Stk31
Fbxo2,Fbxo2
Sfrp4,Sfrp4
Fnip2,Fnip2
Golm1,Golm1
Atp6v1e1,Atp6v1e1
Grxcr1,Grxcr1
Tm4sf4,Tm4sf4
Gm17359,Gm17359
Rtp1,Rtp1
Sec24d,Sec24d
Ankrd44,Ankrd44
Armc10,Armc10
Lypd4,Lypd4
Mettl14,Mettl14
Olfr490,Olfr490
Pth2r,Pth2r
Elac2,Elac2
1700019D03Rik,1700019D03Rik
Prdx2,Prdx2
Nme8,Nme8
Frat2,Frat2
Insm2,Insm2
Chil6,Chil6
Hnrnph1,Hnrnph1
Scml2,Scml2
Prss47,Prss47
D930020B18Rik,D930020B18Rik
Wars,Wars
Ints12,Ints12
Zbtb45,Zbtb45
Ciart,Ciart
Pik3c2b,Pik3c2b
4932438A13Rik,4932438A13Rik
Fam8a1,Fam8a1
Muc20,Muc20
Nell1,Nell1
Tecta,Tecta
Tnip3,Tnip3
Yipf7,Yipf7
Gimap9,Gimap9
Mfsd14b,Mfsd14b
Gpr61,Gpr61
B230219D22Rik,B230219D22Rik
Bmp4,Bmp4
Itgad,Itgad
Atxn3,Atxn3
Gdpd5,Gdpd5
Ercc6l2,Ercc6l2
Zfp771,Zfp771
Sdccag8,Sdccag8
Aebp2,Aebp2
Pkia,Pkia
Dnase1l2,Dnase1l2
Gucy1a2,Gucy1a2
Celf4,Celf4
Gimap7,Gimap7
Vegfa,Vegfa
Ap3s2,Ap3s2
Cacng8,Cacng8
Nomo1,Nomo1
Pdlim5,Pdlim5
Gm1043,Gm1043
Dnajc19,Dnajc19
Zdhhc24,Zdhhc24
1700001C19Rik,1700001C19Rik
Napepld,Napepld
Nectin3,Nectin3
Tlr12,Tlr12
Nifk,Nifk
Notch4,Notch4
Paqr7,Paqr7
Six5,Six5
Brsk1,Brsk1
Aldh1a1,Aldh1a1
Cept1,Cept1
Arpin,Arpin
Ank2,Ank2
Atoh7,Atoh7
E4f1,E4f1
Irs4,Irs4
Pcbd2,Pcbd2
Sox14,Sox14
Cep83,Cep83
Olfr451-ps1,Olfr451-ps1
Mettl21c,Mettl21c
Olfr450,Olfr450
Fam227a,Fam227a
Pcdhb17,Pcdhb17
Macc1,Macc1
Ndnf,Ndnf
Cited4,Cited4
Inpp4b,Inpp4b
Prdm5,Prdm5
Zfp40,Zfp40
Stau2,Stau2
Stx19,Stx19
Ddx28,Ddx28
Nipal4,Nipal4
Cbfb,Cbfb
Rbm44,Rbm44
Atg7,Atg7
Fxyd7,Fxyd7
Pcdhgb2,Pcdhgb2
Iqck,Iqck
Ephb6,Ephb6
Zc2hc1a,Zc2hc1a
Usp54,Usp54
Gpr141,Gpr141
St3gal2,St3gal2
Alpl,Alpl
Pcdha9,Pcdha9
Dusp28,Dusp28
Pcdha11,Pcdha11
Cox6c,Cox6c
Adamts2,Adamts2
Vps13b,Vps13b
Pmis2,Pmis2
Pitx1,Pitx1
Gm37419,Gm37419
Zfp710,Zfp710
Guf1,Guf1
Tymp,Tymp
Prss39,Prss39
Hs6st3,Hs6st3
Pcdhb15,Pcdhb15
Mrpl9,Mrpl9
